state_code,person_id,age_group,facility,gender,admission_reason,race,length_of_stay
US_OZ,0003282596,<25,FACILITY_1,MALE,NEW_ADMISSION,BLACK,months_3_6
US_OZ,0006852232,<25,FACILITY_1,MALE,NEW_ADMISSION,WHITE,months_3_6
US_OZ,0004003247,<25,FACILITY_1,MALE,NEW_ADMISSION,BLACK,months_9_12
US_OZ,0005934785,<25,FACILITY_1,MALE,NEW_ADMISSION,BLACK,months_9_12
US_OZ,0002510463,<25,FACILITY_1,MALE,NEW_ADMISSION,WHITE,months_9_12
US_OZ,0001248321,<25,FACILITY_1,MALE,NEW_ADMISSION,WHITE,months_9_12
US_OZ,0006942580,<25,FACILITY_1,MALE,NEW_ADMISSION,BLACK,months_12_18
US_OZ,0003531145,<25,FACILITY_1,MALE,NEW_ADMISSION,WHITE,months_12_18
US_OZ,0004577373,<25,FACILITY_1,MALE,NEW_ADMISSION,WHITE,months_12_18
US_OZ,0001455324,<25,FACILITY_1,MALE,NEW_ADMISSION,HISPANIC,months_18_24
US_OZ,0001736244,<25,FACILITY_1,FEMALE,NEW_ADMISSION,BLACK,months_3_6
US_OZ,0000902547,<25,FACILITY_1,FEMALE,NEW_ADMISSION,HISPANIC,months_9_12
US_OZ,0003624261,<25,FACILITY_1,FEMALE,NEW_ADMISSION,HISPANIC,months_9_12
US_OZ,0000720064,<25,FACILITY_1,FEMALE,NEW_ADMISSION,BLACK,months_12_18
US_OZ,0003519475,<25,FACILITY_1,FEMALE,NEW_ADMISSION,BLACK,months_12_18
US_OZ,0000127010,<25,FACILITY_1,FEMALE,NEW_ADMISSION,HISPANIC,months_12_18
US_OZ,0005723888,<25,FACILITY_1,FEMALE,NEW_ADMISSION,HISPANIC,months_12_18
US_OZ,0004038728,<25,FACILITY_1,FEMALE,NEW_ADMISSION,WHITE,months_12_18
US_OZ,0009336990,<25,FACILITY_1,FEMALE,NEW_ADMISSION,WHITE,months_12_18
US_OZ,0009786204,<25,FACILITY_1,FEMALE,NEW_ADMISSION,BLACK,months_18_24
US_OZ,0004057832,<25,FACILITY_1,FEMALE,NEW_ADMISSION,BLACK,months_18_24
US_OZ,0006652165,<25,FACILITY_1,FEMALE,NEW_ADMISSION,WHITE,months_18_24
US_OZ,0009970932,<25,FACILITY_1,FEMALE,NEW_ADMISSION,WHITE,months_18_24
US_OZ,0001569516,<25,FACILITY_2,MALE,NEW_ADMISSION,HISPANIC,months_3_6
US_OZ,0000210092,<25,FACILITY_2,MALE,NEW_ADMISSION,WHITE,months_3_6
US_OZ,0000968869,<25,FACILITY_2,MALE,NEW_ADMISSION,WHITE,months_3_6
US_OZ,0009387978,<25,FACILITY_2,MALE,NEW_ADMISSION,BLACK,months_9_12
US_OZ,0000931681,<25,FACILITY_2,MALE,NEW_ADMISSION,HISPANIC,months_9_12
US_OZ,0008634685,<25,FACILITY_2,MALE,NEW_ADMISSION,WHITE,months_9_12
US_OZ,0001645827,<25,FACILITY_2,MALE,NEW_ADMISSION,HISPANIC,months_12_18
US_OZ,0004014873,<25,FACILITY_2,MALE,NEW_ADMISSION,HISPANIC,months_12_18
US_OZ,0009110232,<25,FACILITY_2,MALE,NEW_ADMISSION,WHITE,months_12_18
US_OZ,0009173552,<25,FACILITY_2,MALE,NEW_ADMISSION,WHITE,months_12_18
US_OZ,0007065622,<25,FACILITY_2,MALE,NEW_ADMISSION,BLACK,months_18_24
US_OZ,0000820814,<25,FACILITY_2,MALE,NEW_ADMISSION,BLACK,months_18_24
US_OZ,0002869616,<25,FACILITY_2,MALE,NEW_ADMISSION,WHITE,months_18_24
US_OZ,0002724211,<25,FACILITY_2,MALE,NEW_ADMISSION,WHITE,months_18_24
US_OZ,0001370680,<25,FACILITY_2,FEMALE,NEW_ADMISSION,BLACK,months_3_6
US_OZ,0005463529,<25,FACILITY_2,FEMALE,NEW_ADMISSION,BLACK,months_3_6
US_OZ,0006406456,<25,FACILITY_2,FEMALE,NEW_ADMISSION,BLACK,months_9_12
US_OZ,0001595297,<25,FACILITY_2,FEMALE,NEW_ADMISSION,BLACK,months_9_12
US_OZ,0008433478,<25,FACILITY_2,FEMALE,NEW_ADMISSION,HISPANIC,months_9_12
US_OZ,0004400798,<25,FACILITY_2,FEMALE,NEW_ADMISSION,WHITE,months_9_12
US_OZ,0008588320,<25,FACILITY_2,FEMALE,NEW_ADMISSION,WHITE,months_9_12
US_OZ,0005553979,<25,FACILITY_2,FEMALE,NEW_ADMISSION,HISPANIC,months_12_18
US_OZ,0009636845,<25,FACILITY_2,FEMALE,NEW_ADMISSION,HISPANIC,months_12_18
US_OZ,0000053397,<25,FACILITY_2,FEMALE,NEW_ADMISSION,WHITE,months_12_18
US_OZ,0008637511,<25,FACILITY_2,FEMALE,NEW_ADMISSION,BLACK,months_18_24
US_OZ,0004417185,<25,FACILITY_2,FEMALE,NEW_ADMISSION,HISPANIC,months_18_24
US_OZ,0007452705,<25,FACILITY_2,FEMALE,NEW_ADMISSION,WHITE,months_18_24
US_OZ,0001911055,<25,FACILITY_3,MALE,NEW_ADMISSION,BLACK,months_3_6
US_OZ,0004475747,<25,FACILITY_3,MALE,NEW_ADMISSION,BLACK,months_3_6
US_OZ,0004204437,<25,FACILITY_3,MALE,NEW_ADMISSION,HISPANIC,months_3_6
US_OZ,0000957099,<25,FACILITY_3,MALE,NEW_ADMISSION,WHITE,months_3_6
US_OZ,0005579394,<25,FACILITY_3,MALE,NEW_ADMISSION,BLACK,months_9_12
US_OZ,0008866959,<25,FACILITY_3,MALE,NEW_ADMISSION,BLACK,months_9_12
US_OZ,0007900078,<25,FACILITY_3,MALE,NEW_ADMISSION,HISPANIC,months_12_18
US_OZ,0005278931,<25,FACILITY_3,MALE,NEW_ADMISSION,WHITE,months_12_18
US_OZ,0001312238,<25,FACILITY_3,MALE,NEW_ADMISSION,HISPANIC,months_18_24
US_OZ,0000208123,<25,FACILITY_3,MALE,NEW_ADMISSION,WHITE,months_18_24
US_OZ,0006062111,<25,FACILITY_3,MALE,NEW_ADMISSION,WHITE,months_18_24
US_OZ,0009806622,<25,FACILITY_3,FEMALE,NEW_ADMISSION,HISPANIC,months_9_12
US_OZ,0000081151,<25,FACILITY_3,FEMALE,NEW_ADMISSION,HISPANIC,months_9_12
US_OZ,0004599069,<25,FACILITY_3,FEMALE,NEW_ADMISSION,BLACK,months_12_18
US_OZ,0005210708,<25,FACILITY_3,FEMALE,NEW_ADMISSION,BLACK,months_12_18
US_OZ,0000760954,<25,FACILITY_3,FEMALE,NEW_ADMISSION,HISPANIC,months_12_18
US_OZ,0006356521,<25,FACILITY_3,FEMALE,NEW_ADMISSION,WHITE,months_12_18
US_OZ,0003461715,<25,FACILITY_3,FEMALE,NEW_ADMISSION,BLACK,months_18_24
US_OZ,0007199503,<25,FACILITY_3,FEMALE,NEW_ADMISSION,BLACK,months_18_24
US_OZ,0001501977,<25,FACILITY_3,FEMALE,NEW_ADMISSION,HISPANIC,months_18_24
US_OZ,0002062529,<25,FACILITY_3,FEMALE,NEW_ADMISSION,WHITE,months_18_24
US_OZ,0002039278,<25,FACILITY_3,FEMALE,NEW_ADMISSION,WHITE,months_18_24
US_OZ,0000924110,<25,FACILITY_4,MALE,NEW_ADMISSION,BLACK,months_3_6
US_OZ,0006260139,<25,FACILITY_4,MALE,NEW_ADMISSION,WHITE,months_3_6
US_OZ,0005048030,<25,FACILITY_4,MALE,NEW_ADMISSION,HISPANIC,months_9_12
US_OZ,0002774363,<25,FACILITY_4,MALE,NEW_ADMISSION,HISPANIC,months_9_12
US_OZ,0005707839,<25,FACILITY_4,MALE,NEW_ADMISSION,WHITE,months_9_12
US_OZ,0004432340,<25,FACILITY_4,MALE,NEW_ADMISSION,BLACK,months_18_24
US_OZ,0006576307,<25,FACILITY_4,MALE,NEW_ADMISSION,HISPANIC,months_18_24
US_OZ,0001509869,<25,FACILITY_4,MALE,NEW_ADMISSION,HISPANIC,months_18_24
US_OZ,0002888723,<25,FACILITY_4,MALE,NEW_ADMISSION,WHITE,months_18_24
US_OZ,0008593395,<25,FACILITY_4,FEMALE,NEW_ADMISSION,BLACK,months_3_6
US_OZ,0002451189,<25,FACILITY_4,FEMALE,NEW_ADMISSION,BLACK,months_3_6
US_OZ,0004017301,<25,FACILITY_4,FEMALE,NEW_ADMISSION,HISPANIC,months_3_6
US_OZ,0004425157,<25,FACILITY_4,FEMALE,NEW_ADMISSION,WHITE,months_3_6
US_OZ,0004180405,<25,FACILITY_4,FEMALE,NEW_ADMISSION,BLACK,months_9_12
US_OZ,0002587118,<25,FACILITY_4,FEMALE,NEW_ADMISSION,BLACK,months_9_12
US_OZ,0008451406,<25,FACILITY_4,FEMALE,NEW_ADMISSION,HISPANIC,months_9_12
US_OZ,0002131311,<25,FACILITY_4,FEMALE,NEW_ADMISSION,HISPANIC,months_9_12
US_OZ,0005000242,<25,FACILITY_4,FEMALE,NEW_ADMISSION,BLACK,months_12_18
US_OZ,0001100712,<25,FACILITY_4,FEMALE,NEW_ADMISSION,BLACK,months_12_18
US_OZ,0005888825,<25,FACILITY_4,FEMALE,NEW_ADMISSION,WHITE,months_12_18
US_OZ,0005212450,<25,FACILITY_4,FEMALE,NEW_ADMISSION,WHITE,months_12_18
US_OZ,0001497995,<25,FACILITY_4,FEMALE,NEW_ADMISSION,BLACK,months_18_24
US_OZ,0001193506,<25,FACILITY_4,FEMALE,NEW_ADMISSION,HISPANIC,months_18_24
US_OZ,0002023025,<25,FACILITY_4,FEMALE,NEW_ADMISSION,WHITE,months_18_24
US_OZ,0005764306,<25,FACILITY_5,MALE,NEW_ADMISSION,WHITE,months_3_6
US_OZ,0004009766,<25,FACILITY_5,MALE,NEW_ADMISSION,BLACK,months_9_12
US_OZ,0009269356,<25,FACILITY_5,MALE,NEW_ADMISSION,HISPANIC,months_9_12
US_OZ,0001253456,<25,FACILITY_5,MALE,NEW_ADMISSION,BLACK,months_18_24
US_OZ,0002785485,<25,FACILITY_5,MALE,NEW_ADMISSION,BLACK,months_18_24
US_OZ,0004512471,<25,FACILITY_5,MALE,NEW_ADMISSION,HISPANIC,months_18_24
US_OZ,0001774231,<25,FACILITY_5,MALE,NEW_ADMISSION,HISPANIC,months_18_24
US_OZ,0009731565,<25,FACILITY_5,MALE,NEW_ADMISSION,WHITE,months_18_24
US_OZ,0003801456,<25,FACILITY_5,FEMALE,NEW_ADMISSION,BLACK,months_3_6
US_OZ,0000198606,<25,FACILITY_5,FEMALE,NEW_ADMISSION,BLACK,months_3_6
US_OZ,0009154302,<25,FACILITY_5,FEMALE,NEW_ADMISSION,HISPANIC,months_3_6
US_OZ,0000829687,<25,FACILITY_5,FEMALE,NEW_ADMISSION,HISPANIC,months_3_6
US_OZ,0001865737,<25,FACILITY_5,FEMALE,NEW_ADMISSION,WHITE,months_3_6
US_OZ,0002504394,<25,FACILITY_5,FEMALE,NEW_ADMISSION,BLACK,months_9_12
US_OZ,0000730261,<25,FACILITY_5,FEMALE,NEW_ADMISSION,HISPANIC,months_9_12
US_OZ,0007968405,<25,FACILITY_5,FEMALE,NEW_ADMISSION,BLACK,months_12_18
US_OZ,0009293678,<25,FACILITY_5,FEMALE,NEW_ADMISSION,HISPANIC,months_12_18
US_OZ,0002793658,<25,FACILITY_5,FEMALE,NEW_ADMISSION,HISPANIC,months_12_18
US_OZ,0007612972,<25,FACILITY_5,FEMALE,NEW_ADMISSION,BLACK,months_18_24
US_OZ,0003437101,<25,FACILITY_5,FEMALE,NEW_ADMISSION,HISPANIC,months_18_24
US_OZ,0008850655,25-29,FACILITY_1,MALE,NEW_ADMISSION,BLACK,months_3_6
US_OZ,0005542390,25-29,FACILITY_1,MALE,NEW_ADMISSION,BLACK,months_3_6
US_OZ,0001341341,25-29,FACILITY_1,MALE,NEW_ADMISSION,HISPANIC,months_3_6
US_OZ,0003003397,25-29,FACILITY_1,MALE,NEW_ADMISSION,WHITE,months_3_6
US_OZ,0008955155,25-29,FACILITY_1,MALE,NEW_ADMISSION,BLACK,months_9_12
US_OZ,0001586370,25-29,FACILITY_1,MALE,NEW_ADMISSION,HISPANIC,months_9_12
US_OZ,0008690873,25-29,FACILITY_1,MALE,NEW_ADMISSION,HISPANIC,months_9_12
US_OZ,0001711540,25-29,FACILITY_1,MALE,NEW_ADMISSION,BLACK,months_12_18
US_OZ,0004953156,25-29,FACILITY_1,MALE,NEW_ADMISSION,BLACK,months_12_18
US_OZ,0005416496,25-29,FACILITY_1,MALE,NEW_ADMISSION,BLACK,months_18_24
US_OZ,0007677638,25-29,FACILITY_1,MALE,NEW_ADMISSION,BLACK,months_18_24
US_OZ,0008837467,25-29,FACILITY_1,MALE,NEW_ADMISSION,WHITE,months_18_24
US_OZ,0006459568,25-29,FACILITY_1,MALE,NEW_ADMISSION,WHITE,months_18_24
US_OZ,0001037656,25-29,FACILITY_1,FEMALE,NEW_ADMISSION,BLACK,months_3_6
US_OZ,0001375201,25-29,FACILITY_1,FEMALE,NEW_ADMISSION,BLACK,months_3_6
US_OZ,0008275663,25-29,FACILITY_1,FEMALE,NEW_ADMISSION,HISPANIC,months_9_12
US_OZ,0004783556,25-29,FACILITY_1,FEMALE,NEW_ADMISSION,WHITE,months_9_12
US_OZ,0004842138,25-29,FACILITY_1,FEMALE,NEW_ADMISSION,HISPANIC,months_12_18
US_OZ,0009099282,25-29,FACILITY_1,FEMALE,NEW_ADMISSION,HISPANIC,months_12_18
US_OZ,0004531455,25-29,FACILITY_1,FEMALE,NEW_ADMISSION,BLACK,months_18_24
US_OZ,0002290647,25-29,FACILITY_1,FEMALE,NEW_ADMISSION,BLACK,months_18_24
US_OZ,0009021169,25-29,FACILITY_2,MALE,NEW_ADMISSION,BLACK,months_3_6
US_OZ,0008128972,25-29,FACILITY_2,MALE,NEW_ADMISSION,BLACK,months_3_6
US_OZ,0008012009,25-29,FACILITY_2,MALE,NEW_ADMISSION,BLACK,months_9_12
US_OZ,0006484336,25-29,FACILITY_2,MALE,NEW_ADMISSION,BLACK,months_9_12
US_OZ,0004066522,25-29,FACILITY_2,MALE,NEW_ADMISSION,HISPANIC,months_9_12
US_OZ,0005174087,25-29,FACILITY_2,MALE,NEW_ADMISSION,HISPANIC,months_9_12
US_OZ,0005374228,25-29,FACILITY_2,MALE,NEW_ADMISSION,BLACK,months_12_18
US_OZ,0009179878,25-29,FACILITY_2,MALE,NEW_ADMISSION,BLACK,months_12_18
US_OZ,0005043317,25-29,FACILITY_2,MALE,NEW_ADMISSION,HISPANIC,months_18_24
US_OZ,0001670807,25-29,FACILITY_2,MALE,NEW_ADMISSION,HISPANIC,months_18_24
US_OZ,0003329280,25-29,FACILITY_2,FEMALE,NEW_ADMISSION,BLACK,months_3_6
US_OZ,0002716894,25-29,FACILITY_2,FEMALE,NEW_ADMISSION,BLACK,months_3_6
US_OZ,0002364999,25-29,FACILITY_2,FEMALE,NEW_ADMISSION,HISPANIC,months_3_6
US_OZ,0008755490,25-29,FACILITY_2,FEMALE,NEW_ADMISSION,WHITE,months_3_6
US_OZ,0001989524,25-29,FACILITY_2,FEMALE,NEW_ADMISSION,WHITE,months_3_6
US_OZ,0008078580,25-29,FACILITY_2,FEMALE,NEW_ADMISSION,HISPANIC,months_9_12
US_OZ,0006596890,25-29,FACILITY_2,FEMALE,NEW_ADMISSION,HISPANIC,months_9_12
US_OZ,0005335875,25-29,FACILITY_2,FEMALE,NEW_ADMISSION,WHITE,months_9_12
US_OZ,0007278201,25-29,FACILITY_2,FEMALE,NEW_ADMISSION,WHITE,months_9_12
US_OZ,0001391247,25-29,FACILITY_2,FEMALE,NEW_ADMISSION,BLACK,months_12_18
US_OZ,0001970654,25-29,FACILITY_2,FEMALE,NEW_ADMISSION,BLACK,months_12_18
US_OZ,0003448432,25-29,FACILITY_2,FEMALE,NEW_ADMISSION,HISPANIC,months_12_18
US_OZ,0001429282,25-29,FACILITY_2,FEMALE,NEW_ADMISSION,BLACK,months_18_24
US_OZ,0004096571,25-29,FACILITY_2,FEMALE,NEW_ADMISSION,BLACK,months_18_24
US_OZ,0005064785,25-29,FACILITY_2,FEMALE,NEW_ADMISSION,WHITE,months_18_24
US_OZ,0007774142,25-29,FACILITY_2,FEMALE,NEW_ADMISSION,WHITE,months_18_24
US_OZ,0007718951,25-29,FACILITY_3,MALE,NEW_ADMISSION,BLACK,months_3_6
US_OZ,0009852958,25-29,FACILITY_3,MALE,NEW_ADMISSION,HISPANIC,months_3_6
US_OZ,0008607998,25-29,FACILITY_3,MALE,NEW_ADMISSION,HISPANIC,months_3_6
US_OZ,0007373371,25-29,FACILITY_3,MALE,NEW_ADMISSION,WHITE,months_3_6
US_OZ,0001431105,25-29,FACILITY_3,MALE,NEW_ADMISSION,WHITE,months_3_6
US_OZ,0001039930,25-29,FACILITY_3,MALE,NEW_ADMISSION,HISPANIC,months_9_12
US_OZ,0006046217,25-29,FACILITY_3,MALE,NEW_ADMISSION,HISPANIC,months_9_12
US_OZ,0002953956,25-29,FACILITY_3,MALE,NEW_ADMISSION,WHITE,months_9_12
US_OZ,0001076547,25-29,FACILITY_3,MALE,NEW_ADMISSION,WHITE,months_9_12
US_OZ,0000873901,25-29,FACILITY_3,MALE,NEW_ADMISSION,BLACK,months_12_18
US_OZ,0002695066,25-29,FACILITY_3,MALE,NEW_ADMISSION,BLACK,months_12_18
US_OZ,0000886883,25-29,FACILITY_3,MALE,NEW_ADMISSION,HISPANIC,months_12_18
US_OZ,0007944085,25-29,FACILITY_3,MALE,NEW_ADMISSION,HISPANIC,months_12_18
US_OZ,0007319169,25-29,FACILITY_3,MALE,NEW_ADMISSION,BLACK,months_18_24
US_OZ,0005553840,25-29,FACILITY_3,MALE,NEW_ADMISSION,BLACK,months_18_24
US_OZ,0003125093,25-29,FACILITY_3,MALE,NEW_ADMISSION,WHITE,months_18_24
US_OZ,0000349221,25-29,FACILITY_3,MALE,NEW_ADMISSION,WHITE,months_18_24
US_OZ,0002821007,25-29,FACILITY_3,FEMALE,NEW_ADMISSION,BLACK,months_3_6
US_OZ,0009623393,25-29,FACILITY_3,FEMALE,NEW_ADMISSION,HISPANIC,months_3_6
US_OZ,0008977101,25-29,FACILITY_3,FEMALE,NEW_ADMISSION,HISPANIC,months_3_6
US_OZ,0008890289,25-29,FACILITY_3,FEMALE,NEW_ADMISSION,BLACK,months_9_12
US_OZ,0007264024,25-29,FACILITY_3,FEMALE,NEW_ADMISSION,HISPANIC,months_9_12
US_OZ,0003307609,25-29,FACILITY_3,FEMALE,NEW_ADMISSION,HISPANIC,months_9_12
US_OZ,0003960443,25-29,FACILITY_3,FEMALE,NEW_ADMISSION,WHITE,months_9_12
US_OZ,0004309442,25-29,FACILITY_3,FEMALE,NEW_ADMISSION,HISPANIC,months_12_18
US_OZ,0002451310,25-29,FACILITY_3,FEMALE,NEW_ADMISSION,HISPANIC,months_12_18
US_OZ,0007733251,25-29,FACILITY_3,FEMALE,NEW_ADMISSION,WHITE,months_12_18
US_OZ,0001668488,25-29,FACILITY_3,FEMALE,NEW_ADMISSION,BLACK,months_18_24
US_OZ,0003954624,25-29,FACILITY_3,FEMALE,NEW_ADMISSION,BLACK,months_18_24
US_OZ,0002641319,25-29,FACILITY_3,FEMALE,NEW_ADMISSION,HISPANIC,months_18_24
US_OZ,0000602697,25-29,FACILITY_3,FEMALE,NEW_ADMISSION,WHITE,months_18_24
US_OZ,0003774042,25-29,FACILITY_3,FEMALE,NEW_ADMISSION,WHITE,months_18_24
US_OZ,0002807193,25-29,FACILITY_4,MALE,NEW_ADMISSION,BLACK,months_3_6
US_OZ,0002701980,25-29,FACILITY_4,MALE,NEW_ADMISSION,HISPANIC,months_3_6
US_OZ,0005192676,25-29,FACILITY_4,MALE,NEW_ADMISSION,HISPANIC,months_3_6
US_OZ,0008869887,25-29,FACILITY_4,MALE,NEW_ADMISSION,WHITE,months_3_6
US_OZ,0006457638,25-29,FACILITY_4,MALE,NEW_ADMISSION,BLACK,months_9_12
US_OZ,0001751613,25-29,FACILITY_4,MALE,NEW_ADMISSION,HISPANIC,months_9_12
US_OZ,0006577807,25-29,FACILITY_4,MALE,NEW_ADMISSION,WHITE,months_9_12
US_OZ,0006309931,25-29,FACILITY_4,MALE,NEW_ADMISSION,WHITE,months_9_12
US_OZ,0002654763,25-29,FACILITY_4,MALE,NEW_ADMISSION,BLACK,months_12_18
US_OZ,0003759590,25-29,FACILITY_4,MALE,NEW_ADMISSION,BLACK,months_12_18
US_OZ,0000068164,25-29,FACILITY_4,MALE,NEW_ADMISSION,WHITE,months_12_18
US_OZ,0001453667,25-29,FACILITY_4,MALE,NEW_ADMISSION,BLACK,months_18_24
US_OZ,0001357600,25-29,FACILITY_4,MALE,NEW_ADMISSION,BLACK,months_18_24
US_OZ,0005319999,25-29,FACILITY_4,MALE,NEW_ADMISSION,WHITE,months_18_24
US_OZ,0000028396,25-29,FACILITY_4,FEMALE,NEW_ADMISSION,WHITE,months_3_6
US_OZ,0007807390,25-29,FACILITY_4,FEMALE,NEW_ADMISSION,WHITE,months_3_6
US_OZ,0006504045,25-29,FACILITY_4,FEMALE,NEW_ADMISSION,HISPANIC,months_9_12
US_OZ,0005678501,25-29,FACILITY_4,FEMALE,NEW_ADMISSION,HISPANIC,months_9_12
US_OZ,0005205173,25-29,FACILITY_4,FEMALE,NEW_ADMISSION,WHITE,months_9_12
US_OZ,0007367003,25-29,FACILITY_4,FEMALE,NEW_ADMISSION,BLACK,months_12_18
US_OZ,0002281485,25-29,FACILITY_4,FEMALE,NEW_ADMISSION,HISPANIC,months_12_18
US_OZ,0009516135,25-29,FACILITY_4,FEMALE,NEW_ADMISSION,HISPANIC,months_12_18
US_OZ,0002835961,25-29,FACILITY_4,FEMALE,NEW_ADMISSION,BLACK,months_18_24
US_OZ,0004168135,25-29,FACILITY_4,FEMALE,NEW_ADMISSION,HISPANIC,months_18_24
US_OZ,0001189954,25-29,FACILITY_4,FEMALE,NEW_ADMISSION,HISPANIC,months_18_24
US_OZ,0007556003,25-29,FACILITY_4,FEMALE,NEW_ADMISSION,WHITE,months_18_24
US_OZ,0005002708,25-29,FACILITY_4,FEMALE,NEW_ADMISSION,WHITE,months_18_24
US_OZ,0003675274,25-29,FACILITY_5,MALE,NEW_ADMISSION,BLACK,months_3_6
US_OZ,0006332542,25-29,FACILITY_5,MALE,NEW_ADMISSION,BLACK,months_3_6
US_OZ,0009027698,25-29,FACILITY_5,MALE,NEW_ADMISSION,WHITE,months_3_6
